name,rating_n,searchterm,populartimes,coordinates,address,rating,id,types
BBQ Box 串烧工坊 (Geylang),28,"BBQ Box 串烧工坊 (Geylang) 182 Geylang Rd, Singapore 389252","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 18, 11, 12, 20, 31, 42, 46, 42, 33], 'name': 'Monday'}, {'data': [20, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 7, 12, 24, 37, 46, 50, 42, 29], 'name': 'Tuesday'}, {'data': [18, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 12, 24, 38, 51, 61, 62, 57, 44], 'name': 'Wednesday'}, {'data': [31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9, 18, 31, 46, 55, 59, 53, 40], 'name': 'Thursday'}, {'data': [27, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 7, 18, 37, 61, 81, 87, 75, 57], 'name': 'Friday'}, {'data': [37, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11, 22, 42, 66, 88, 100, 96, 79], 'name': 'Saturday'}, {'data': [55, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 33, 48, 62, 74, 77, 66, 46, 25], 'name': 'Sunday'}]","{'lat': 1.3116279, 'lng': 103.875931}","182 Geylang Rd, Singapore 389252",3.5,ChIJQ7DgIzQY2jERRNXMMTxCJRw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Wo Peng Cantonese Cuisine,6,"Wo Peng Cantonese Cuisine 93/95 Owen Road, Singapore 218905 Owen Rd, Singapore 218905","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 21, 17, 10, 0, 0, 0, 28, 64, 75, 42, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 25, 10, 0, 0, 0, 10, 25, 32, 25, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 25, 7, 0, 0, 0, 10, 17, 17, 17, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 21, 21, 0, 0, 0, 7, 35, 57, 42, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 14, 0, 0, 0, 32, 57, 53, 25, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 32, 35, 17, 0, 0, 0, 21, 78, 100, 42, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3135514, 'lng': 103.8531782}","93/95 Owen Road, Singapore 218905 Owen Rd, Singapore 218905",3.5,ChIJx9HgSv4W2jERAFVd64yVNxQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dessert First,106,"Dessert First 8 Liang Seah St, Singapore 189029","[{'data': [14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 4, 6, 10, 20, 33, 45, 45, 35], 'name': 'Monday'}, {'data': [20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 7, 6, 6, 7, 18, 36, 50, 47, 29], 'name': 'Tuesday'}, {'data': [12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 10, 11, 10, 12, 24, 46, 64, 61, 39], 'name': 'Wednesday'}, {'data': [16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 10, 7, 5, 9, 23, 47, 62, 55, 32], 'name': 'Thursday'}, {'data': [12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 12, 10, 8, 12, 29, 58, 85, 89, 67], 'name': 'Friday'}, {'data': [36, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 30, 35, 28, 23, 36, 67, 97, 100, 72], 'name': 'Saturday'}, {'data': [37, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 28, 34, 23, 20, 40, 74, 90, 74, 40], 'name': 'Sunday'}]","{'lat': 1.2978891, 'lng': 103.8566338}","8 Liang Seah St, Singapore 189029",4.1,ChIJU7Xd-a8Z2jERea7Ap6RpFPM,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Happy Mookata,4,"Happy Mookata 6001 Beach Rd, #01-55D, Golden Mile Tower, Singapore 199589","[{'data': [21, 21, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 13, 21, 34, 47, 43, 26, 13], 'name': 'Thursday'}, {'data': [8, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 39, 82, 100, 78, 39, 13], 'name': 'Friday'}, {'data': [0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 13, 30, 47, 56, 52, 43, 30], 'name': 'Saturday'}, {'data': [17, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 30, 47, 56, 56, 47, 30], 'name': 'Sunday'}]","{'lat': 1.3021131, 'lng': 103.8640584}","6001 Beach Rd, #01-55D, Golden Mile Tower, Singapore 199589",4.8,ChIJmfQzdaUX2jERpqMM2z_WXFE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sushi Express,45,"Sushi Express 3155 Commonwealth Avenue West, B1-30/31, Singapore 129588","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 66, 64, 24, 8, 24, 51, 71, 66, 42, 15, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 48, 53, 42, 28, 26, 42, 66, 73, 51, 22, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 55, 64, 57, 42, 33, 40, 53, 57, 46, 26, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 51, 48, 42, 33, 26, 35, 82, 100, 48, 4, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 66, 73, 46, 22, 22, 40, 55, 51, 28, 8, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 77, 84, 68, 51, 46, 55, 62, 51, 31, 13, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 51, 64, 51, 26, 20, 37, 64, 64, 37, 8, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3155158, 'lng': 103.7645604}","3155 Commonwealth Avenue West, B1-30/31, Singapore 129588",3.6,ChIJl9vYMY4a2jERNO0M8BIKo00,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Min Jiang at One-North,54,"Min Jiang at One-North 5 Rochester Dr, Singapore 139216","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 30, 21, 0, 0, 0, 34, 54, 56, 35, 15, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 45, 30, 0, 0, 0, 64, 100, 83, 36, 8, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 42, 47, 19, 0, 0, 0, 52, 89, 78, 35, 8, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 46, 39, 12, 0, 0, 0, 43, 69, 71, 43, 16, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 30, 21, 0, 0, 0, 27, 53, 58, 36, 12, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 60, 72, 58, 0, 0, 0, 54, 80, 83, 89, 42, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 23, 15, 0, 0, 0, 30, 57, 68, 47, 20, 0], 'name': 'Sunday'}]","{'lat': 1.304009, 'lng': 103.786277}","5 Rochester Dr, Singapore 139216",4.4,ChIJl67Rr1wa2jERh76IxLI5V3A,"['restaurant', 'food', 'point_of_interest', 'establishment']"
GOLDEN CAFE FOOD PLACE,33,"GOLDEN CAFE FOOD PLACE 5 Craig Road,Singapore, Singapore 089665","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 95, 73, 6, 6, 11, 15, 24, 44, 68, 80, 64, 37], 'name': 'Monday'}, {'data': [17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48, 100, 60, 13, 6, 13, 28, 51, 66, 66, 51, 28], 'name': 'Tuesday'}, {'data': [13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 64, 62, 13, 2, 11, 26, 44, 53, 51, 44, 37, 26], 'name': 'Wednesday'}, {'data': [13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 68, 66, 20, 2, 6, 17, 35, 53, 66, 66, 53, 35], 'name': 'Thursday'}, {'data': [17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 66, 48, 15, 4, 8, 17, 31, 48, 66, 73, 62, 37], 'name': 'Friday'}, {'data': [15, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 46, 53, 35, 51, 46], 'name': 'Saturday'}, {'data': [15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 31, 42, 40, 33, 31, 28], 'name': 'Sunday'}]","{'lat': 1.2775409, 'lng': 103.8430973}","5 Craig Road,Singapore, Singapore 089665",3.8,ChIJR-jwHm0Z2jERl_gr18SLn0c,"['restaurant', 'food', 'point_of_interest', 'establishment']"
The White Rabbit,196,"The White Rabbit 39C Harding Rd, Singapore 249541","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 45, 52, 0, 0, 0, 32, 73, 78, 53, 32, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 54, 47, 0, 0, 0, 19, 43, 63, 59, 35, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 16, 0, 0, 0, 22, 46, 63, 52, 26, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 38, 36, 0, 0, 0, 34, 63, 87, 85, 60, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 54, 74, 73, 53, 0, 0, 0, 57, 80, 89, 87, 78, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 53, 91, 100, 68, 0, 0, 0, 27, 39, 41, 32, 19, 0], 'name': 'Sunday'}]","{'lat': 1.3048293, 'lng': 103.8135147}","39C Harding Rd, Singapore 249541",4.2,ChIJaUmeoyMa2jERaRP1dKkGU7c,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Boon Tong Kee,194,"Boon Tong Kee 425 River Valley Rd, Singapore 248324","[{'data': [17, 15, 12, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26, 37, 29, 16, 15, 25, 40, 56, 61, 55, 42, 31], 'name': 'Monday'}, {'data': [23, 18, 14, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44, 66, 36, 15, 17, 29, 46, 58, 51, 37, 27, 23], 'name': 'Tuesday'}, {'data': [20, 18, 15, 0, 0, 0, 0, 0, 0, 0, 0, 18, 47, 56, 31, 15, 16, 25, 36, 48, 54, 49, 38, 28], 'name': 'Wednesday'}, {'data': [20, 15, 12, 0, 0, 0, 0, 0, 0, 0, 0, 24, 47, 52, 33, 17, 16, 26, 42, 58, 66, 65, 52, 37], 'name': 'Thursday'}, {'data': [25, 17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 27, 49, 52, 35, 21, 22, 36, 53, 65, 66, 59, 51, 43], 'name': 'Friday'}, {'data': [35, 28, 20, 0, 0, 0, 0, 0, 0, 0, 0, 16, 37, 54, 49, 32, 20, 26, 44, 61, 63, 56, 48, 42], 'name': 'Saturday'}, {'data': [36, 29, 21, 0, 0, 0, 0, 0, 0, 0, 0, 18, 50, 81, 73, 40, 23, 33, 67, 100, 84, 46, 25, 19], 'name': 'Sunday'}]","{'lat': 1.295164, 'lng': 103.8294203}","425 River Valley Rd, Singapore 248324",4.1,ChIJHXQYQ4QZ2jERORHe3xZyKRw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ah bong's italian,78,"ah bong's italian #01-02, 103 Beach Road (below marrison hotel), Singapore 189704","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 0, 0, 0, 0, 50, 54, 37, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 30, 0, 0, 0, 0, 20, 41, 43, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 0, 0, 0, 0, 8, 25, 37, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 35, 0, 0, 0, 0, 24, 48, 43, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 43, 0, 0, 0, 0, 29, 95, 100, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 12, 9, 0, 22, 61, 80, 46, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 22, 22, 20, 0, 22, 37, 35, 16, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.297856, 'lng': 103.857157}","#01-02, 103 Beach Road (below marrison hotel), Singapore 189704",4.1,ChIJUYZJ5a8Z2jERX5R76jYRUN8,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Thai Table,16,"Thai Table 20 Jln Pari Burong, Singapore 488686","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 47, 20, 0, 0, 0, 5, 18, 27, 18, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 13, 5, 0, 0, 0, 10, 18, 21, 14, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 24, 8, 0, 0, 0, 7, 21, 26, 11, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 37, 23, 0, 0, 0, 27, 39, 31, 13, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 13, 4, 0, 0, 0, 17, 43, 37, 10, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23, 21, 5, 0, 0, 0, 42, 100, 55, 7, 0, 0], 'name': 'Sunday'}]","{'lat': 1.333599, 'lng': 103.948523}","20 Jln Pari Burong, Singapore 488686",4.2,ChIJocjsJDA92jER10Y2ebDSfVQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Ssikkek Korean BBQ Restaurant,5,"Ssikkek Korean BBQ Restaurant #01-21/22, 1 Woodlands Rd, Singapore 677899","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 13, 2, 0, 2, 11, 20, 25, 27, 9, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 31, 11, 0, 0, 2, 15, 38, 47, 27, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 34, 13, 2, 4, 20, 43, 47, 29, 11, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 38, 31, 9, 0, 0, 4, 25, 59, 43, 11, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 29, 9, 2, 2, 18, 52, 70, 45, 13, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 29, 29, 13, 4, 6, 40, 100, 72, 15, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 31, 36, 27, 13, 18, 52, 93, 81, 34, 0, 0], 'name': 'Sunday'}]","{'lat': 1.37978, 'lng': 103.760383}","#01-21/22, 1 Woodlands Rd, Singapore 677899",4.2,ChIJTXT5XbwR2jER2bIWwTIL_4g,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Molly Roffey's,41,"Molly Roffey's 51 Bras Basah Road, #01-02A Manulife Centre, Singapore 189554","[{'data': [39, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 26, 26, 34, 52, 65, 65, 52, 30, 13, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 43, 39, 26, 21, 26, 43, 60, 60, 47, 26, 13], 'name': 'Tuesday'}, {'data': [17, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 34, 30, 34, 39, 52, 56, 56, 47, 34, 30, 30], 'name': 'Wednesday'}, {'data': [30, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 34, 34, 34, 34, 43, 52, 56, 56, 52, 43], 'name': 'Thursday'}, {'data': [26, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 52, 47, 43, 43, 56, 73, 91, 100, 100, 82, 56], 'name': 'Friday'}, {'data': [34, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 43, 47, 47, 43, 47, 47, 47, 52, 65, 73, 73], 'name': 'Saturday'}, {'data': [52, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 73, 65, 43, 26, 21, 26, 39, 56, 69, 69, 60], 'name': 'Sunday'}]","{'lat': 1.2976886, 'lng': 103.8501743}","51 Bras Basah Road, #01-02A Manulife Centre, Singapore 189554",3.9,ChIJMTEzV6MZ2jERAYdKLQ_wRrY,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Old Chengdu Sichuan Cuisine,56,"Old Chengdu Sichuan Cuisine 80 Pagoda St, Singapore 059239","[{'data': [5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 8, 8, 5, 5, 11, 27, 42, 47, 37, 20, 8], 'name': 'Monday'}, {'data': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 15, 3, 1, 6, 18, 37, 55, 57, 44, 23, 8], 'name': 'Tuesday'}, {'data': [3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 23, 5, 0, 0, 6, 23, 47, 57, 49, 33, 20], 'name': 'Wednesday'}, {'data': [8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 23, 13, 3, 3, 10, 32, 62, 76, 62, 44, 28], 'name': 'Thursday'}, {'data': [11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44, 59, 16, 1, 1, 8, 33, 76, 100, 76, 32, 8], 'name': 'Friday'}, {'data': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 28, 28, 16, 6, 8, 27, 66, 91, 72, 35, 16], 'name': 'Saturday'}, {'data': [10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 23, 23, 16, 13, 22, 37, 47, 49, 38, 23, 11], 'name': 'Sunday'}]","{'lat': 1.2838582, 'lng': 103.8437077}","80 Pagoda St, Singapore 059239",4.1,ChIJcUuaXHMZ2jERbscCjzyjrLE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Souvlaki Gyromania,51,"Souvlaki Gyromania 9 CIRCULAR Rd Boat Quay, Singapore 049365","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 34, 17, 8, 8, 14, 22, 25, 22, 17, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 28, 8, 0, 2, 8, 25, 48, 60, 51, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 45, 37, 17, 5, 11, 28, 45, 45, 25, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 82, 22, 11, 11, 11, 20, 31, 40, 34, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 48, 40, 20, 5, 5, 25, 65, 100, 91, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 25, 28, 17, 8, 17, 45, 68, 57, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2879376, 'lng': 103.8489063}","9 CIRCULAR Rd Boat Quay, Singapore 049365",4.6,ChIJ0ZK_QQoZ2jERQ8t5z6P5qrI,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Red Eye Smokehouse,90,"Red Eye Smokehouse 1 Cavan Rd, Singapore 209842","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31, 51, 54, 38, 18, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 48, 61, 45, 19, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 43, 61, 41, 13, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 35, 67, 82, 68, 36, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 18, 0, 0, 31, 73, 100, 78, 35, 9, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 33, 22, 0, 0, 27, 54, 66, 48, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.310712, 'lng': 103.861088}","1 Cavan Rd, Singapore 209842",4.5,ChIJD3DnbckZ2jERaAWZWd3FQ58,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"MOTY's bulalo, tapa atbp.",2,"MOTY's bulalo, tapa atbp. 732 Yishun Ave 5, Singapore 760732","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 31, 29, 25, 20, 17, 20, 29, 42, 51, 48, 35, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 25, 23, 18, 14, 9, 9, 15, 29, 48, 62, 62, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 21, 18, 17, 20, 31, 51, 73, 84, 75, 51, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 32, 34, 28, 18, 12, 14, 31, 64, 90, 85, 54, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 26, 25, 20, 17, 25, 57, 82, 71, 64, 64, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 35, 50, 57, 46, 28, 18, 23, 43, 65, 79, 75, 56, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 56, 59, 53, 43, 37, 42, 60, 84, 100, 92, 67, 39, 0], 'name': 'Sunday'}]","{'lat': 1.429086, 'lng': 103.830239}","732 Yishun Ave 5, Singapore 760732",3,ChIJEdA1iHAU2jER_ZsgRtB8yxQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
